country,city,region,type,size,sports,percentage,Links,logo,Music,University
Hong Kong SAR,Hong Kong,Asia,Public,L,Football,C,https://www.topuniversities.com/universities/chinese-university-hong-kong-cuhk,https://www.topuniversities.com/sites/default/files/the-chinese-university-of-hong-kong-cuhk_123_small.jpg,YES,The Chinese University of Hong Kong (CUHK)
Canada,Vancouver,North America,Public,XL,Cricket,A,https://www.topuniversities.com/universities/university-british-columbia,https://www.topuniversities.com/sites/default/files/university-of-british-columbia_70_small.jpg,YES,University of British Columbia
Australia,Sydney,Oceania,Public,XL,Cricket,C,https://www.topuniversities.com/universities/university-sydney,https://www.topuniversities.com/sites/default/files/the-university-of-sydney_592560cf2aeae70239af4cd0_small.jpg,YES,The University of Sydney
United States,New YorkÂ City,North America,Private,XL,Cricket,C,https://www.topuniversities.com/universities/new-york-university-nyu,https://www.topuniversities.com/sites/default/files/new-york-university-nyu_448_small.jpg,YES,New York University (NYU)
South Korea,Daejeon,Asia,Public,M,VollyBall,D,https://www.topuniversities.com/universities/kaist-korea-advanced-institute-science-technology,https://www.topuniversities.com/sites/default/files/kaist-korea-advanced-institute-of-science-technology_324_small.jpg,NO,KAIST - Korea Advanced Institute of Science & Technology
Australia,Sydney,Oceania,Public,XL,Cricket,A,https://www.topuniversities.com/universities/university-new-south-wales-unsw-sydney,https://www.topuniversities.com/sites/default/files/the-university-of-new-south-wales-unsw-sydney_447_small.jpg,YES,The University of New South Wales (UNSW Sydney)
United States,Providence,North America,Private,M,VollyBall,E,https://www.topuniversities.com/universities/brown-university,https://www.topuniversities.com/sites/default/files/brown-university_72_small.jpg,NO,Brown University
Australia,Brisbane,Oceania,Public,XL,Cricket,A,https://www.topuniversities.com/universities/university-queensland,https://www.topuniversities.com/sites/default/files/the-university-of-queensland_515_small.jpg,YES,The University of Queensland
United Kingdom,Coventry,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/university-warwick,https://www.topuniversities.com/sites/default/files/the-university-of-warwick_664_small.jpg,YES,The University of Warwick
United States,Madison,North America,Public,XL,Cricket,B,https://www.topuniversities.com/universities/university-wisconsin-madison,https://www.topuniversities.com/sites/default/files/university-of-wisconsin-madison_678_small.jpg,YES,University of Wisconsin-Madison
France,Palaiseau,Europe,Public,S,Tanis,A,https://www.topuniversities.com/universities/ecole-polytechnique,https://www.topuniversities.com/sites/default/files/ecole-polytechnique_592560cf2aeae70239af4b36_small.jpg,NO,Ecole Polytechnique
Hong Kong SAR,Hong Kong,Asia,Public,M,VollyBall,B,https://www.topuniversities.com/universities/city-university-hong-kong,https://www.topuniversities.com/sites/default/files/city-university-of-hong-kong_592560cf2aeae70239af4b05_small.jpg,NO,City University of Hong Kong
Japan,Tokyo,Asia,Public,M,VollyBall,D,https://www.topuniversities.com/universities/tokyo-institute-technology-tokyo-tech,https://www.topuniversities.com/sites/default/files/tokyo-institute-of-technology_592560cf2aeae70239af4ceb_small.jpg,NO,Tokyo Institute of Technology (Tokyo Tech)
Netherlands,Amsterdam,Europe,Public,XL,Cricket,E,https://www.topuniversities.com/universities/university-amsterdam,https://www.topuniversities.com/sites/default/files/university-of-amsterdam_18_small.jpg,YES,University of Amsterdam
United States,Pittsburgh,North America,Private,L,Football,D,https://www.topuniversities.com/universities/carnegie-mellon-university,https://www.topuniversities.com/sites/default/files/carnegie-mellon-university_101_small.jpg,YES,Carnegie Mellon University
United States,Seattle,North America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/university-washington,https://www.topuniversities.com/sites/default/files/university-of-washington_592560cf2aeae70239af4d1e_small.jpg,YES,University of Washington
Germany,Munich,Europe,Public,XL,Cricket,B,https://www.topuniversities.com/universities/technical-university-munich,https://www.topuniversities.com/sites/default/files/technical-university-of-munich_599_small.jpg,YES,Technical University of Munich
China (Mainland),Shanghai,Asia,Public,XL,Cricket,A,https://www.topuniversities.com/universities/shanghai-jiao-tong-university,https://www.topuniversities.com/sites/default/files/shanghai-jiao-tong-university_556_small.jpg,YES,Shanghai Jiao Tong University
Netherlands,Delft,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/delft-university-technology,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,YES,Delft University of Technology
Japan,Osaka City,Asia,Public,L,Football,B,https://www.topuniversities.com/universities/osaka-university,https://www.topuniversities.com/sites/default/files/osaka-university_472_small.jpg,YES,Osaka University
United Kingdom,Glasgow,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/university-glasgow,https://www.topuniversities.com/sites/default/files/university-of-glasgow_592560cf2aeae70239af4b6c_small.jpg,YES,University of Glasgow
Australia,Melbourne,Oceania,Public,XL,Cricket,E,https://www.topuniversities.com/universities/monash-university,https://www.topuniversities.com/sites/default/files/monash-university_412_small.jpg,YES,Monash University
United States,Champaign,North America,Public,XL,Cricket,A,https://www.topuniversities.com/universities/university-illinois-urbana-champaign,https://www.topuniversities.com/sites/default/files/university-of-illinois-at-urbana-champaign_2090_small.jpg,YES,University of Illinois at Urbana-Champaign
United States,Austin,North America,Public,XL,Cricket,E,https://www.topuniversities.com/universities/university-texas-austin,https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg,YES,University of Texas at Austin
Germany,Munich,Europe,Public,XL,Cricket,B,https://www.topuniversities.com/universities/ludwig-maximilians-universitat-munchen,https://www.topuniversities.com/sites/default/files/ludwig-maximilians-universitt-mnchen_420_small.jpg,YES,Ludwig-Maximilians-University Munich
Taiwan,Taipei City,Asia,Public,L,Football,C,https://www.topuniversities.com/universities/national-taiwan-university-ntu,https://www.topuniversities.com/sites/default/files/national-taiwan-university-ntu_592560cf2aeae70239af4c3c_small.jpg,YES,National Taiwan University (NTU)
Denmark,Copenhagen,Europe,Public,XL,Cricket,D,https://www.topuniversities.com/universities/university-copenhagen,https://www.topuniversities.com/sites/default/files/university-of-copenhagen_141_small.jpg,YES,University of Copenhagen
United States,Atlanta,North America,Public,L,Football,A,https://www.topuniversities.com/universities/georgia-institute-technology,https://www.topuniversities.com/sites/default/files/georgia-institute-of-technology_225_small.jpg,YES,Georgia Institute of Technology
Germany,Heidelberg,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/ruprecht-karls-universitat-heidelberg,https://www.topuniversities.com/sites/default/files/ruprecht-karls-universitaet-heidelberg_259_small.jpg,YES,Ruprecht-Karls-university Heidelberg
Sweden,Lund,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/lund-university,https://www.topuniversities.com/sites/default/files/lund-university_371_small.jpg,YES,Lund University
United Kingdom,Durham,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/durham-university,https://www.topuniversities.com/sites/default/files/durham-university_170_small.jpg,YES,Durham University
Japan,Sendai City,Asia,Public,L,Football,E,https://www.topuniversities.com/universities/tohoku-university,https://www.topuniversities.com/sites/default/files/tohoku-university_611_small.jpg,YES,Tohoku University
United Kingdom,Nottingham,Europe,Public,XL,Cricket,C,https://www.topuniversities.com/universities/university-nottingham,https://www.topuniversities.com/sites/default/files/the-university-of-nottingham_592560cf2aeae70239af4c4e_small.jpg,YES,University of Nottingham
United Kingdom,St. Andrews,Europe,Public,M,VollyBall,D,https://www.topuniversities.com/universities/university-st-andrews,https://www.topuniversities.com/sites/default/files/university-of-st-andrews_570_small.jpg,NO,University of St Andrews
United States,Chapel Hill,North America,Public,XL,Cricket,E,https://www.topuniversities.com/universities/university-north-carolina-chapel-hill,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-chapel-hill_424_small.jpg,YES,"University of North Carolina, Chapel Hill"
Belgium,Leuven,Europe,Public,XL,Cricket,D,https://www.topuniversities.com/universities/ku-leuven,https://www.topuniversities.com/sites/default/files/ku-leuven_592560cf2aeae70239af4aec_small.jpg,YES,KU Leuven
Switzerland,Zurich,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/university-zurich,https://www.topuniversities.com/sites/default/files/university-of-zurich_693_small.jpg,YES,University of Zurich
New Zealand,Auckland,Oceania,Public,L,Football,E,https://www.topuniversities.com/universities/university-auckland,https://www.topuniversities.com/sites/default/files/the-university-of-auckland_592560cf2aeae70239af4aa8_small.jpg,YES,The University of Auckland
United Kingdom,Birmingham,Europe,Public,XL,Cricket,C,https://www.topuniversities.com/universities/university-birmingham,https://www.topuniversities.com/sites/default/files/university-of-birmingham_59_small.jpg,YES,University of Birmingham
South Korea,Pohang,Asia,Private,S,Tanis,A,https://www.topuniversities.com/universities/pohang-university-science-technology-postech,https://www.topuniversities.com/sites/default/files/pohang-university-of-science-and-technology-postech_592560cf2aeae70239af4c7b_small.jpg,NO,Pohang University of Science And Technology (POSTECH)
United Kingdom,Sheffield,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/university-sheffield,https://www.topuniversities.com/sites/default/files/the-university-of-sheffield_592560cf2aeae70239af4cb1_small.jpg,YES,The University of Sheffield
Argentina,Buenos Aires,Latin America,Public,XL,Cricket,B,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg,YES,Universidad de Buenos Aires (UBA)
United States,Davis,North America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/university-california-davis,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small.jpg,YES,"University of California, Davis"
United Kingdom,Southampton,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/university-southampton,https://www.topuniversities.com/sites/default/files/university-of-southampton_567_small.jpg,YES,University of Southampton
United States,Columbus,North America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/ohio-state-university,https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg,YES,The Ohio State University
United States,Boston,North America,Private,L,Football,E,https://www.topuniversities.com/universities/boston-university,https://www.topuniversities.com/sites/default/files/boston-university_592560cf2aeae70239af4ac2_small.jpg,YES,Boston University
United States,Houston,North America,Private,M,VollyBall,B,https://www.topuniversities.com/universities/rice-university,https://www.topuniversities.com/sites/default/files/rice-university_524_small.jpg,NO,Rice University
Finland,Helsinki,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/university-helsinki,https://www.topuniversities.com/sites/default/files/university-of-helsinki_260_small.jpg,YES,University of Helsinki
United States,West Lafayette,North America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/purdue-university,https://www.topuniversities.com/sites/default/files/purdue-university_510_small.jpg,YES,Purdue University
United Kingdom,Leeds,Europe,Public,XL,Cricket,E,https://www.topuniversities.com/universities/university-leeds,https://www.topuniversities.com/sites/default/files/university-of-leeds_338_small.jpg,YES,University of Leeds
Canada,Edmonton,North America,Public,XL,Cricket,E,https://www.topuniversities.com/universities/university-alberta,https://www.topuniversities.com/sites/default/files/university-of-alberta_15_small.jpg,YES,University of Alberta
United States,University Park,North America,Public,XL,Cricket,A,https://www.topuniversities.com/universities/pennsylvania-state-university,https://www.topuniversities.com/sites/default/files/pennsylvania-state-university_494_small.jpg,YES,Pennsylvania State University
Switzerland,Geneva,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/university-geneva,https://www.topuniversities.com/sites/default/files/university-of-geneva_221_small.jpg,YES,University of Geneva
Sweden,Stockholm,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/kth-royal-institute-technology,https://www.topuniversities.com/sites/default/files/kth-royal-institute-of-technology-_592560cf2aeae70239af4c9b_small.jpg,YES,KTH Royal Institute of Technology 
Sweden,Uppsala,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/uppsala-university,https://www.topuniversities.com/sites/default/files/uppsala-university_643_small.jpg,YES,Uppsala University
South Korea,Seoul,Asia,Private,L,Football,E,https://www.topuniversities.com/universities/korea-university,https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg,YES,Korea University
Ireland,Dublin,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/trinity-college-dublin-university-dublin,https://www.topuniversities.com/sites/default/files/trinity-college-dublin-the-university-of-dublin_167_small.jpg,YES,"Trinity College Dublin, The University of Dublin"
