country,city,region,type,size,sports,percentage,Links,logo,Music,University
"Iran, Islamic Republic of",Tehran,Asia,Public,M,VollyBall,D,https://www.topuniversities.com/universities/sharif-university-technology,https://www.topuniversities.com/sites/default/files/sharif-university-of-technology_592560cf2aeae70239af4d42_small.jpg,NO,Sharif University of Technology
Singapore,Singapore,Asia,Public,M,VollyBall,B,https://www.topuniversities.com/universities/singapore-management-university,https://www.topuniversities.com/sites/default/files/singapore-management-university_1177_small.jpg,NO,Singapore Management University
Spain,Valancia,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/universitat-politecnica-de-valencia,https://www.topuniversities.com/sites/default/files/universitat-politcnica-de-valncia_648_small.jpg,YES,Universitat Polytechnic de ValÃ¨ncia
Germany,Bremen,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/universitat-bremen,https://www.topuniversities.com/sites/default/files/universitt-bremen_67_small.jpg,YES,Universität Bremen
China (Mainland),Wuhan,Asia,Public,XL,Cricket,B,https://www.topuniversities.com/universities/huazhong-university-science-technology,https://www.topuniversities.com/sites/default/files/huazhong-university-of-science-and-technology_592560cf2aeae70239af5256_small.jpg,YES,Huazhong University of Science and Technology
Italy,Trento,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/university-trento,https://www.topuniversities.com/sites/default/files/university-of-trento_623_small.jpg,YES,University of Trento
United Arab Emirates,Sharjah,Asia,Private,S,Tanis,D,https://www.topuniversities.com/universities/american-university-sharjah,https://www.topuniversities.com/sites/default/files/american-university-of-sharjah_1201_small.jpg,NO,American University of Sharjah
New Zealand,Auckland,Oceania,Public,L,Football,A,https://www.topuniversities.com/universities/auckland-university-technology-aut,https://www.topuniversities.com/sites/default/files/auckland-university-of-technology-aut_592560cf2aeae70239af4ef7_small.jpg,YES,Auckland University of Technology (AUT)
Taiwan,Taoyuan City,Asia,Private,M,VollyBall,C,https://www.topuniversities.com/universities/chang-gung-university,https://www.topuniversities.com/sites/default/files/chang-gung-university_1187_small.jpg,NO,Chang Gung University
South Korea,Seoul,Asia,Private,L,Football,C,https://www.topuniversities.com/universities/dongguk-university,https://www.topuniversities.com/sites/default/files/dongguk-university_1048_small.jpg,YES,Dongguk University 
Turkey,Istanbul,Asia,Private,S,Tanis,B,https://www.topuniversities.com/universities/sabanci-university,https://www.topuniversities.com/sites/default/files/sabanci-university_542_small.jpg,NO,Sabanci University
Australia,Melbourne,Oceania,Public,L,Football,E,https://www.topuniversities.com/universities/swinburne-university-technology,https://www.topuniversities.com/sites/default/files/swinburne-university-of-technology_759_small.jpg,YES,Swinburne University of Technology
Argentina,Buenos Aires,Latin America,Private,M,VollyBall,B,https://www.topuniversities.com/universities/universidad-de-palermo,https://www.topuniversities.com/sites/default/files/universidad-de-palermo-up_592560cf2aeae70239af54de_small.jpg,NO,Universidad de Palermo (UP)
United States,Baltimore,North America,Public,M,VollyBall,D,https://www.topuniversities.com/universities/university-maryland-baltimore-county,https://www.topuniversities.com/sites/default/files/university-of-maryland-baltimore-county_592560cf2aeae70239af52af_small.jpg,NO,"University of Maryland, Baltimore County"
Italy,Florence,Europe,Public,XL,Cricket,C,https://www.topuniversities.com/universities/university-florence,https://www.topuniversities.com/sites/default/files/university-of-florence_208_small.jpg,YES,University of Florence
Portugal,Coimbra,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/university-coimbra,https://www.topuniversities.com/sites/default/files/university-of-coimbra_592560cf2aeae70239af4b07_small.jpg,YES,University of Coimbra
China (Mainland),Shanghai,Asia,Public,XL,Cricket,C,https://www.topuniversities.com/universities/shanghai-university,https://www.topuniversities.com/sites/default/files/shanghai-university_557_small.jpg,YES,Shanghai University
South Korea,Busan,Asia,Public,L,Football,A,https://www.topuniversities.com/universities/pusan-national-university,https://www.topuniversities.com/sites/default/files/pusan-national-university_511_small.jpg,YES,Pusan National University
Canada,Toronto,North America,Public,XL,Cricket,E,https://www.topuniversities.com/universities/york-university,https://www.topuniversities.com/sites/default/files/york-university_592560cf2aeae70239af4d39_small.jpg,YES,York University
Germany,Bochum,Europe,Public,XL,Cricket,C,https://www.topuniversities.com/universities/ruhr-universitat-bochum,https://www.topuniversities.com/sites/default/files/ruhr-universitt-bochum_537_small.jpg,YES,Ruhr-university Bochum
China (Mainland),Xiamen,Asia,Public,XL,Cricket,A,https://www.topuniversities.com/universities/xiamen-university,https://www.topuniversities.com/sites/default/files/xiamen-university_891_small.jpg,YES,Xiamen University
Turkey,Istanbul,Asia,Private,M,VollyBall,B,https://www.topuniversities.com/universities/koc-university,https://www.topuniversities.com/sites/default/files/ko-university_592560cf2aeae70239af4d7e_small.jpg,NO,KoÃ§ University
United States,Corvallis,North America,Public,L,Football,B,https://www.topuniversities.com/universities/oregon-state-university,https://www.topuniversities.com/sites/default/files/oregon-state-university_592560cf2aeae70239af4dc3_small.jpg,YES,Oregon State University
Oman,Muscat,Asia,Public,M,VollyBall,C,https://www.topuniversities.com/universities/sultan-qaboos-university,https://www.topuniversities.com/sites/default/files/sultan-qaboos-university_2530_small.jpg,NO,Sultan Qaboos University
Brazil,Porto Alegre,Latin America,Public,XL,Cricket,A,https://www.topuniversities.com/universities/universidade-federal-do-rio-grande-do-sul,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-grande-do-sul_2239_small.jpg,YES,Universidade Federal do Rio Grande Do Sul 
France,Toulouse,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/universite-paul-sabatier-toulouse-iii,https://www.topuniversities.com/sites/default/files/universit-paul-sabatier-toulouse-iii_622_small.jpg,YES,Universitas© Paul Sabatier Toulouse III
Austria,Graz,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/karl-franzens-universitaet-graz,https://www.topuniversities.com/sites/default/files/karl-franzens-universitaet-graz_236_small.jpg,YES,Karl-Franzens-Universitaet Graz
Bahrain,Manama,Asia,Public,S,Tanis,D,https://www.topuniversities.com/universities/arabian-gulf-university,https://www.topuniversities.com/sites/default/files/arabian-gulf-university_2501_small.jpg,NO,Arabian Gulf University
Australia,Gold Coast,Oceania,Private,S,Tanis,E,https://www.topuniversities.com/universities/bond-university,https://www.topuniversities.com/sites/default/files/bond-university_715_small.jpg,NO,Bond University
Canada,Montreal,North America,Public,XL,Cricket,A,https://www.topuniversities.com/universities/concordia-university,https://www.topuniversities.com/sites/default/files/concordia-university_592560cf2aeae70239af4b0e_small.jpg,YES,Concordia University
United States,Albuquerque,North America,Public,L,Football,B,https://www.topuniversities.com/universities/university-new-mexico,https://www.topuniversities.com/sites/default/files/university-of-new-mexico_592560cf2aeae70239af4c41_small.jpg,YES,University of New Mexico
United States,Norman,North America,Public,L,Football,D,https://www.topuniversities.com/universities/university-oklahoma,https://www.topuniversities.com/sites/default/files/university-of-oklahoma_467_small.jpg,YES,University of Oklahoma
United States,Knoxville,North America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/university-tennessee-knoxville,https://www.topuniversities.com/sites/default/files/the-university-of-tennessee-knoxville_603_small.jpg,YES,"The University of Tennessee, Knoxville"
United States,Detroit,North America,Public,L,Football,A,https://www.topuniversities.com/universities/wayne-state-university,https://www.topuniversities.com/sites/default/files/wayne-state-university_592560cf2aeae70239af51d1_small.jpg,YES,Wayne State University
Chile,Santiago,Latin America,Public,L,Football,A,https://www.topuniversities.com/universities/universidad-de-santiago-de-chile-usach,https://www.topuniversities.com/sites/default/files/universidad-de-santiago-de-chile-usach_548_small.jpg,YES,Universidad de Santiago de Chile (USACH)
Costa Rica,San Jose,Latin America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/universidad-de-costa-rica,https://www.topuniversities.com/sites/default/files/universidad-de-costa-rica_789_small.jpg,YES,Universidad de Costa Rica
Turkey,Ankara,Asia,Public,L,Football,C,https://www.topuniversities.com/universities/middle-east-technical-university,https://www.topuniversities.com/sites/default/files/middle-east-technical-university_2110_small.jpg,YES,Middle East Technical University
Turkey,Istanbul,Asia,Public,L,Football,A,https://www.topuniversities.com/universities/bogazici-universitesi,https://www.topuniversities.com/sites/default/files/bogazii-niversitesi_1575_small.jpg,YES,BogaziÃ§i Ãœniversitesi
United States,Worcester,North America,Private,S,Tanis,E,https://www.topuniversities.com/universities/clark-university,https://www.topuniversities.com/sites/default/files/clark-university_820_small.jpg,NO,Clark University
Finland,Lappeenranta,Europe,Public,S,Tanis,D,https://www.topuniversities.com/universities/lappeenranta-lahti-university-technology-lut,https://www.topuniversities.com/sites/default/files/lappeenranta-university-of-technology_592560cf2aeae70239af4f7d_small.jpg,NO,Lappeenranta-Lahti University of Technology LUT
China (Mainland),Shanghai,Asia,Public,L,Football,D,https://www.topuniversities.com/universities/east-china-university-science-technology,https://www.topuniversities.com/sites/default/files/east-china-university-of-science-and-technology_876_small.jpg,YES,East China University of Science and Technology
Germany,Braunschweig,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/technische-universitat-braunschweig,https://www.topuniversities.com/sites/default/files/technische-universitt-braunschweig_596_small.jpg,YES,Technische Universität Braunschweig
Japan,Tokyo,Asia,Public,M,VollyBall,C,https://www.topuniversities.com/universities/tokyo-metropolitan-university,https://www.topuniversities.com/sites/default/files/tokyo-metropolitan-university_592560cf2aeae70239af4ce9_small.jpg,NO,Tokyo Metropolitan University
Canada,Saskatoon,North America,Public,L,Football,D,https://www.topuniversities.com/universities/university-saskatchewan,https://www.topuniversities.com/sites/default/files/university-of-saskatchewan_1755_small.jpg,YES,University of Saskatchewan
Peru,Lima,Latin America,Private,L,Football,A,https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-peru,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-del-per_592560cf2aeae70239af4af0_small.jpg,YES,Pontificia Universidad CatÃ³lica del PerÃº
Italy,Rome,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/university-rome-tor-vergata,https://www.topuniversities.com/sites/default/files/university-of-rome-tor-vergata_592560cf2aeae70239af4c99_small.jpg,YES,"University of Rome ""Tor Vergata"""
Italy,Naples,Europe,Public,XL,Cricket,A,https://www.topuniversities.com/universities/university-naples-federico-ii,https://www.topuniversities.com/sites/default/files/university-of-naples-federico-ii_432_small.jpg,YES,University of Naples - Federico II
Japan,Kunitachi City,Asia,Public,M,VollyBall,D,https://www.topuniversities.com/universities/hitotsubashi-university,https://www.topuniversities.com/sites/default/files/hitotsubashi-university-business-school-school-of-international-corporate-strategy_592560cf2aeae70239af4b8d_small.jpg,NO,Hitotsubashi University
China (Mainland),Dalian,Asia,Public,XL,Cricket,D,https://www.topuniversities.com/universities/dalian-university-technology,https://www.topuniversities.com/sites/default/files/dalian-university-of-technology_874_small.jpg,YES,Dalian University of Technology
India,Guwahati,Asia,Public,M,VollyBall,C,https://www.topuniversities.com/universities/indian-institute-technology-guwahati-iitg,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-guwahati-iitg_283_small.jpg,NO,Indian Institute of Technology Guwahati (IITG)
United States,Bethlehem,North America,Private,M,VollyBall,A,https://www.topuniversities.com/universities/lehigh-university,https://www.topuniversities.com/sites/default/files/lehigh-university_810_small.jpg,NO,Lehigh University
China (Mainland),Nankai,Asia,Public,L,Football,E,https://www.topuniversities.com/universities/tianjin-university,https://www.topuniversities.com/sites/default/files/tianjin-university_609_small.jpg,YES,Tianjin University
Spain,Huesca,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/universidad-de-zaragoza,https://www.topuniversities.com/sites/default/files/universidad-de-zaragoza_691_small.jpg,YES,Universidad de Zaragoza
Lithuania,Vilnius,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/vilnius-university,https://www.topuniversities.com/sites/default/files/vilnius-university-_592560cf2aeae70239af4d7f_small.jpg,YES,Vilnius University 
Greece,Thessaloniki,Europe,Public,XL,Cricket,D,https://www.topuniversities.com/universities/aristotle-university-thessaloniki,https://www.topuniversities.com/sites/default/files/aristotle-university-of-thessaloniki_24_small.jpg,YES,Aristotle University of Thessaloniki
Italy,Milan,Europe,Private,L,Football,D,https://www.topuniversities.com/universities/universita-cattolica-del-sacro-cuore,https://www.topuniversities.com/sites/default/files/universitcattolica-del-sacro-cuore_406_small.jpg,YES,Universitas Â Cattolica del Sacro Cuore
United Kingdom,Aberystwyth,Europe,Public,M,VollyBall,A,https://www.topuniversities.com/universities/aberystwyth-university,https://www.topuniversities.com/sites/default/files/aberystwyth-university_8_small.jpg,NO,Aberystwyth University
"Iran, Islamic Republic of",Tehran,Asia,Public,L,Football,B,https://www.topuniversities.com/universities/iran-university-science-technology,https://www.topuniversities.com/sites/default/files/iran-university-of-science-and-technology_592560cf2aeae70239af4e57_small.jpg,YES,Iran University of Science and Technology
China (Mainland),Changchun,Asia,Public,XL,Cricket,E,https://www.topuniversities.com/universities/jilin-university,https://www.topuniversities.com/sites/default/files/jilin-university_304_small.jpg,YES,Jilin University
South Korea,Gyeonggi,Asia,Private,M,VollyBall,E,https://www.topuniversities.com/universities/catholic-university-korea,https://www.topuniversities.com/sites/default/files/the-catholic-university-of-korea-_592560cf2aeae70239af4ed7_small.jpg,NO,The Catholic University of Korea 
Lebanon,Beirut,Asia,Private,M,VollyBall,C,https://www.topuniversities.com/universities/saint-joseph-university-beirut-usj,https://www.topuniversities.com/sites/default/files/saint-joseph-university-of-beirut-usj_1130_small.jpg,NO,Saint Joseph University of Beirut (USJ) 
United States,Lincoln,North America,Public,L,Football,D,https://www.topuniversities.com/universities/university-nebraska-lincoln,https://www.topuniversities.com/sites/default/files/university-of-nebraska-lincoln_819_small.jpg,YES,University of Nebraska - Lincoln
United States,Tampa,North America,Public,XL,Cricket,E,https://www.topuniversities.com/universities/university-south-florida,https://www.topuniversities.com/sites/default/files/university-of-south-florida_540_small.jpg,YES,University of South Florida
Japan,Yokohama City,Asia,Public,M,VollyBall,E,https://www.topuniversities.com/universities/yokohama-city-university,https://www.topuniversities.com/sites/default/files/yokohama-city-university_592560cf2aeae70239af4d32_small.jpg,NO,Yokohama City University
Indonesia,Yogyakarta,Asia,Public,XL,Cricket,B,https://www.topuniversities.com/universities/gadjah-mada-university,https://www.topuniversities.com/sites/default/files/gadjah-mada-university_219_small.jpg,YES,Gadjah Mada University
India,New Delhi,Asia,Public,L,Football,B,https://www.topuniversities.com/universities/university-delhi,https://www.topuniversities.com/sites/default/files/university-of-delhi_156_small.jpg,YES,University of Delhi
United States,New YorkÂ City,North America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/city-university-new-york,https://www.topuniversities.com/sites/default/files/city-university-of-new-york_149_small.jpg,YES,City University of New York
France,Talence,Europe,Public,XL,Cricket,E,https://www.topuniversities.com/universities/university-bordeaux,https://www.topuniversities.com/sites/default/files/university-of-bordeaux_1286_small.jpg,YES,University of Bordeaux
Brazil,Rio de Janeiro,Latin America,Private,M,VollyBall,A,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-de-janeiro,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-rio-de-janeiro_526_small.jpg,NO,PontifÃ­cia Universidade CatÃ³lica do Rio de Janeiro
Spain,Granada,Europe,Public,XL,Cricket,B,https://www.topuniversities.com/universities/university-granada,https://www.topuniversities.com/sites/default/files/university-of-granada_235_small.jpg,YES,University of Granada
Canada,Quebec,North America,Public,L,Football,D,https://www.topuniversities.com/universities/universite-du-quebec,https://www.topuniversities.com/sites/default/files/universit-du-qubec_512_small.jpg,YES,Universitas© du Québec
Germany,Leipzig,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/universitat-leipzig,https://www.topuniversities.com/sites/default/files/universitt-leipzig_341_small.jpg,YES,Universität  Leipzig
France,Villeurbanne,Europe,Public,XL,Cricket,E,https://www.topuniversities.com/universities/universite-claude-bernard-lyon-1,https://www.topuniversities.com/sites/default/files/universit-claude-bernard-lyon-1_373_small.jpg,YES,Universitas© Claude Bernard Lyon 1
Philippines,Quezon City,Asia,Private,M,VollyBall,E,https://www.topuniversities.com/universities/ateneo-de-manila-university,https://www.topuniversities.com/sites/default/files/ateneo-de-manila-university_592560cf2aeae70239af4aa1_small.jpg,NO,Ateneo de Manila University
Brazil,SaoÂ Paulo,Latin America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/unesp,https://www.topuniversities.com/sites/default/files/unesp_492_small.jpg,YES,UNESP
Finland,Turku,Europe,Public,M,VollyBall,B,https://www.topuniversities.com/universities/abo-akademi-university,https://www.topuniversities.com/sites/default/files/abo-akademi-university_592560cf2aeae70239af4f7a_small.jpg,NO,Abo Akademi University
"Iran, Islamic Republic of",Tehran,Asia,Public,M,VollyBall,E,https://www.topuniversities.com/universities/amirkabir-university-technology,https://www.topuniversities.com/sites/default/files/amirkabir-university-of-technology_592560cf2aeae70239af4e54_small.jpg,NO,Amirkabir University of Technology
South Korea,Jeonju,Asia,Public,L,Football,B,https://www.topuniversities.com/universities/jeonbuk-national-university,https://www.topuniversities.com/sites/default/files/jeonbuk-national-university_592560cf2aeae70239af4aff_small.jpg,YES,Jeonbuk National University
Czech Republic,Prague,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/czech-technical-university-prague,https://www.topuniversities.com/sites/default/files/czech-technical-university-in-prague_592560cf2aeae70239af4d3b_small.jpg,YES,Czech Technical University in Prague
United States,Philadelphia,North America,Private,L,Football,D,https://www.topuniversities.com/universities/drexel-university,https://www.topuniversities.com/sites/default/files/drexel-university_163_small.jpg,YES,Drexel University
Argentina,Buenos Aires,Latin America,Private,S,Tanis,E,https://www.topuniversities.com/universities/instituto-tecnologico-de-buenos-aires-itba,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-de-buenos-aires-itba_592560cf2aeae70239af4bae_small.jpg,NO,Instituto TecnolÃ³gico de Buenos Aires (ITBA)
Kazakhstan,Almaty,Asia,Public,L,Football,E,https://www.topuniversities.com/universities/abai-kazakh-national-pedagogical-university,https://www.topuniversities.com/sites/default/files/abai-kazakh-national-pedagogical-university_592560cf2aeae70239af55d7_small.jpg,YES,Abai Kazakh National Pedagogical University
Russia,Kazan,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/kazan-volga-region-federal-university,https://www.topuniversities.com/sites/default/files/kazan-volga-region-federal-university_313_small.jpg,YES,Kazan (Volga region) Federal University
Saudi Arabia,Abha,Asia,Public,XL,Cricket,E,https://www.topuniversities.com/universities/king-khalid-university,https://www.topuniversities.com/sites/default/files/king-khalid-university_1174_small.jpg,YES,King Khalid University
United Kingdom,Kingston upon Thames,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/kingston-university-london,https://www.topuniversities.com/sites/default/files/kingston-university-london_592560cf2aeae70239af4bc2_small.jpg,YES,"Kingston University, London"
Germany,Halle,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/martin-luther-universitat-halle-wittenberg,https://www.topuniversities.com/sites/default/files/martin-luther-universitt-halle-wittenberg_245_small.jpg,YES,Martin-Luther-university Halle-Wittenberg
United States,Houghton,North America,Public,M,VollyBall,B,https://www.topuniversities.com/universities/michigan-technological-university,https://www.topuniversities.com/sites/default/files/michigan-technological-university_1810_small.jpg,NO,Michigan Technological University
United States,Rolla,North America,Public,M,VollyBall,E,https://www.topuniversities.com/universities/missouri-university-science-technology,https://www.topuniversities.com/sites/default/files/missouri-university-of-science-and-technology_592560cf2aeae70239af51e4_small.jpg,NO,Missouri University of Science and Technology
Australia,Murdoch,Oceania,Public,L,Football,C,https://www.topuniversities.com/universities/murdoch-university,https://www.topuniversities.com/sites/default/files/murdoch-university_592560cf2aeae70239af4dc5_small.jpg,YES,Murdoch University
Japan,Nagasaki City,Asia,Public,M,VollyBall,A,https://www.topuniversities.com/universities/nagasaki-university,https://www.topuniversities.com/sites/default/files/nagasaki-university_592560cf2aeae70239af4c2d_small.jpg,NO,Nagasaki University
Taiwan,Taichung City,Asia,Public,L,Football,B,https://www.topuniversities.com/universities/national-chung-hsing-university,https://www.topuniversities.com/sites/default/files/national-chung-hsing-university_438_small.jpg,YES,National Chung Hsing University
Pakistan,Islamabad,Asia,Public,M,VollyBall,E,https://www.topuniversities.com/universities/national-university-sciences-technology-nust-islamabad,https://www.topuniversities.com/sites/default/files/national-university-of-sciences-and-technology-nust-islamabad_698_small.jpg,NO,National University of Sciences And Technology (NUST) Islamabad
Japan,Okayama City,Asia,Public,L,Football,E,https://www.topuniversities.com/universities/okayama-university,https://www.topuniversities.com/sites/default/files/okayama-university_592560cf2aeae70239af4c55_small.jpg,YES,Okayama University
Brazil,SaoÂ Paulo,Latin America,Private,M,VollyBall,A,https://www.topuniversities.com/universities/pontificia-universidade-catolica-de-sao-paulo,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-de-so-paulo_592560cf2aeae70239af549d_small.jpg,NO,PontifÃ­cia Universidade CatÃ³lica de Sao Paulo
South Korea,Seoul,Asia,Private,L,Football,C,https://www.topuniversities.com/universities/sejong-university,https://www.topuniversities.com/sites/default/files/sejong-university_1094_small.jpg,YES,Sejong University 
China (Mainland),Jinan,Asia,Public,XL,Cricket,A,https://www.topuniversities.com/universities/shandong-university,https://www.topuniversities.com/sites/default/files/shandong-university_555_small.jpg,YES,Shandong University
China (Mainland),Nanjing,Asia,Public,XL,Cricket,D,https://www.topuniversities.com/universities/southeast-university,https://www.topuniversities.com/sites/default/files/southeast-university_568_small.jpg,YES,Southeast University
United States,New Orleans,North America,Private,M,VollyBall,A,https://www.topuniversities.com/universities/tulane-university,https://www.topuniversities.com/sites/default/files/tulane-university_631_small.jpg,NO,Tulane University
Saudi Arabia,Makkah,Asia,Public,XL,Cricket,B,https://www.topuniversities.com/universities/umm-al-qura-university,https://www.topuniversities.com/sites/default/files/umm-al-qura-university-_592560cf2aeae70239af4d44_small.jpg,YES,Umm Al-Qura University 
Argentina,Buenos Aires,Latin America,Private,S,Tanis,D,https://www.topuniversities.com/universities/universidad-de-san-andres-udesa,https://www.topuniversities.com/sites/default/files/universidad-de-san-andrs-udesa_1699_small.jpg,NO,Universidad de San Andres - UdeSA
Brazil,SaoÂ Paulo,Latin America,Public,L,Football,B,https://www.topuniversities.com/universities/universidade-federal-de-sao-paulo,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-paulo_2750_small.jpg,YES,Universidade Federal de Sao Paulo
Germany,Bayreuth,Europe,Public,M,VollyBall,E,https://www.topuniversities.com/universities/university-bayreuth,https://www.topuniversities.com/sites/default/files/university-of-bayreuth_592560cf2aeae70239af4ab4_small.jpg,NO,University of Bayreuth
Germany,SaarbrÃ¼cken,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/universitat-des-saarlandes,https://www.topuniversities.com/sites/default/files/universitt-des-saarlandes_541_small.jpg,YES,Universität des Saarlandes
Germany,Regensburg,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/universitat-regensburg,https://www.topuniversities.com/sites/default/files/universitt-regensburg_592560cf2aeae70239af4c89_small.jpg,YES,Universität Regensburg
Canada,Guelph,North America,Public,L,Football,A,https://www.topuniversities.com/universities/university-guelph,https://www.topuniversities.com/sites/default/files/university-of-guelph_1756_small.jpg,YES,University of Guelph
United States,Lexington,North America,Public,L,Football,A,https://www.topuniversities.com/universities/university-kentucky,https://www.topuniversities.com/sites/default/files/university-of-kentucky_316_small.jpg,YES,University of Kentucky
Ireland,Limerick,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/university-limerick,https://www.topuniversities.com/sites/default/files/university-of-limerick_592560cf2aeae70239af4be0_small.jpg,YES,University of Limerick
Macau SAR,Macau,Asia,Public,M,VollyBall,E,https://www.topuniversities.com/universities/university-macau,https://www.topuniversities.com/sites/default/files/university-of-macau_14378_small.jpg,NO,University of Macau
Canada,Winnipeg,North America,Public,XL,Cricket,E,https://www.topuniversities.com/universities/university-manitoba,https://www.topuniversities.com/sites/default/files/university-of-manitoba_592560cf2aeae70239af4c0a_small.jpg,YES,University of Manitoba
Belgium,Mons,Europe,Public,M,VollyBall,C,https://www.topuniversities.com/universities/university-mons,https://www.topuniversities.com/sites/default/files/university-of-mons-_592560cf2aeae70239af4f68_small.jpg,NO,University of Mons 
Hungary,Szeged,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/university-szeged,https://www.topuniversities.com/sites/default/files/university-of-szeged_592560cf2aeae70239af4cd1_small.jpg,YES,University of Szeged
Finland,Tampere,Europe,Public,M,VollyBall,B,https://www.topuniversities.com/universities/university-tampere,https://www.topuniversities.com/sites/default/files/university-of-tampere_592_small.jpg,NO,University of Tampere
Argentina,La Plata,Latin America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/universidad-nacional-de-la-plata-unlp,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-la-plata-unlp_1690_small.jpg,YES,Universidad Nacional de La Plata (UNLP)
Thailand,Chiang Mai,Asia,Public,XL,Cricket,A,https://www.topuniversities.com/universities/chiang-mai-university,https://www.topuniversities.com/sites/default/files/chiang-mai-university_118_small.jpg,YES,Chiang Mai University
Brazil,Belo Horizonte,Latin America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/universidade-federal-de-minas-gerais,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg,YES,Universidade Federal de Minas Gerais      
Egypt,Giza,Africa,Public,XL,Cricket,D,https://www.topuniversities.com/universities/cairo-university,https://www.topuniversities.com/sites/default/files/cairo-university_80_small.jpg,YES,Cairo University
Spain,Valancia,Europe,Public,XL,Cricket,B,https://www.topuniversities.com/universities/universitat-de-valencia,https://www.topuniversities.com/sites/default/files/universitat-de-valencia_647_small.jpg,YES,Universitat de Valencia
South Africa,Pretoria,Africa,Public,XL,Cricket,A,https://www.topuniversities.com/universities/university-pretoria,https://www.topuniversities.com/sites/default/files/university-of-pretoria_506_small.jpg,YES,University of Pretoria
Italy,Turin,Europe,Public,XL,Cricket,B,https://www.topuniversities.com/universities/university-turin,https://www.topuniversities.com/sites/default/files/university-of-turin_632_small.jpg,YES,University of Turin
Spain,Santiago de Compostela,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/universidade-de-santiago-de-compostela,https://www.topuniversities.com/sites/default/files/universidade-de-santiago-de-compostela_547_small.jpg,YES,Universidade de Santiago de Compostela
United Arab Emirates,Dubai,Asia,Private,S,Tanis,E,https://www.topuniversities.com/universities/american-university-dubai,https://www.topuniversities.com/sites/default/files/american-university-in-dubai_1200_small.jpg,NO,American University in Dubai
Canada,Ottawa,North America,Public,L,Football,E,https://www.topuniversities.com/universities/carleton-university,https://www.topuniversities.com/sites/default/files/carleton-university_100_small.jpg,YES,Carleton University
Australia,Casuarina,Oceania,Public,M,VollyBall,A,https://www.topuniversities.com/universities/charles-darwin-university,https://www.topuniversities.com/sites/default/files/charles-darwin-university-_592560cf2aeae70239af4dcb_small.jpg,NO,Charles Darwin University 
Japan,Chiba City,Asia,Public,L,Football,D,https://www.topuniversities.com/universities/chiba-university,https://www.topuniversities.com/sites/default/files/chiba-university_119_small.jpg,YES,Chiba University
United States,Williamsburg,North America,Public,M,VollyBall,D,https://www.topuniversities.com/universities/william-mary,https://www.topuniversities.com/sites/default/files/college-of-william-mary_592560cf2aeae70239af4b08_small.jpg,NO,William & Mary
China (Mainland),Shanghai,Asia,Public,L,Football,A,https://www.topuniversities.com/universities/east-china-normal-university,https://www.topuniversities.com/sites/default/files/east-china-normal-university_592560cf2aeae70239af4def_small.jpg,YES,East China Normal University
Russia,Vladivostok,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/far-eastern-federal-university,https://www.topuniversities.com/sites/default/files/far-eastern-federal-university_592560cf2aeae70239af57c9_small.jpg,YES,Far Eastern Federal University
Australia,Adelaide,Oceania,Public,L,Football,D,https://www.topuniversities.com/universities/flinders-university,https://www.topuniversities.com/sites/default/files/flinders-university_592560cf2aeae70239af4b53_small.jpg,YES,Flinders University
